wine_id,wine_name,winery,wine_type,grape_variety,region,country,vintage,average_rating,num_ratings,price_eur,wine_style,food_pairing,alcohol_content,wine_url,scrape_date
7518337,Veinte Meses,Bodegas Paco Mulero,Red wine,"Shiraz/Syrah, Cabernet Sauvignon, Monastrell",Jumilla,Spain,2023,4.3,301,24.50,Spanish Red,Beef; Veal; Poultry; Pasta,15.5,https://www.vivino.com/en/bodegas-paco-mulero-veinte-meses/w/7518337?year=2023&price_id=41408210,2026-04-06
1218067,Ribera del Duero Una Cepa I,Bodegas Valduero,Red wine,"Tinto Fino, Tempranillo",Ribera del Duero,Spain,2020,4.3,16505,31.90,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/valduero-bodegas-y-vinedo-ribera-del-duero-una-cepa-i-ribera-del-duero/w/1218067?year=2020&price_id=41676588,2026-04-06
1166594,Parcela El Nogal Tinto,Pago de Los Capellanes,Red wine,"Tempranillo, Tinto Fino",Ribera del Duero,Spain,2021,4.4,10116,55.57,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15.5,https://www.vivino.com/en/pago-de-los-capellanes-parcela-el-nogal-tinto/w/1166594?year=2021&price_id=41500685,2026-04-06
11759190,Limited Edition,Dominio Lubiano,Red wine,Tempranillo,Ribera del Duero,Spain,2021,4.3,167,30.37,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/dominio-lubiano-limited-edition/w/11759190?year=2021&price_id=41499996,2026-04-06
4816669,Purgapecados,Dehesa de Luna,Red wine,Cabernet Sauvignon,Castilla,Spain,2018,4.2,183,23.90,Spanish Cabernet Sauvignon,Beef; Lamb; Poultry,15,https://www.vivino.com/en/dehesa-de-luna-purgapecados/w/4816669?year=2018&price_id=41771147,2026-04-06
1217701,Erial Tradición Familia,Epifanio Rivera,Red wine,Tempranillo,Ribera del Duero,Spain,2023,4.3,1573,24.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/epifanio-rivera-erial-tradicion-familia/w/1217701?year=2023&price_id=40808034,2026-04-06
4875765,Garmón,Bodegas Mauro,Red wine,Tempranillo,Ribera del Duero,Spain,2019,4.3,8603,34.50,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/undefined-undefined/w/4875765?year=2019&price_id=30944612,2026-04-06
1829321,Grillo,El Grillo y La Luna,Red wine,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Garnacha",Somontano,Spain,2017,4.3,3963,29.50,Spanish Red,Beef; Veal; Poultry; Pasta,14.5,https://www.vivino.com/en/el-grillo-y-la-luna-grillo/w/1829321?year=2017&price_id=40829936,2026-04-06
2055586,Tinto,Sei Solo,Red wine,Tinto Fino,Ribera del Duero,Spain,2022,4.4,1529,50.90,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/sei-solo-tinto/w/2055586?year=2022&price_id=41500325,2026-04-06
2109725,Profunda,Raíz de Guzmán,Red wine,Tempranillo,Ribera del Duero,Spain,2019,4.3,627,48.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",13.5,https://www.vivino.com/en/raiz-de-guzman-profunda/w/2109725?year=2019&price_id=40587058,2026-04-06
10523227,Reserva de Familia Tinto Fino,Arrocal,Red wine,Tempranillo,Ribera del Duero,Spain,2021,4.3,568,34.99,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/arrocal-reserva-de-familia-tinto-fino/w/10523227?year=2021&price_id=40397790,2026-04-06
6633884,Vilano,Bodegas Vilano,Red wine,Tinto Fino,Ribera del Duero,Spain,2022,4.4,774,31.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/bodegas-vilano-vilano/w/6633884?year=2022&price_id=41054076,2026-04-06
16223,Reserva Tinto,Pago de Los Capellanes,Red wine,Tempranillo,Ribera del Duero,Spain,2021,4.2,22009,38.15,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",13.5,https://www.vivino.com/en/pago-de-los-capellanes-reserva-tinto/w/16223?year=2021&price_id=41651204,2026-04-06
5919175,Dominio de Casalta - Vallejo de Víctor Baja Extracción,Pepe Rodríguez de Vera,Red wine,Garnacha Tintorera,Almansa,Spain,2022,4.3,164,29.25,Spanish Red,Beef; Veal; Poultry; Pasta,13.5,https://www.vivino.com/en/pepe-rodriguez-de-vera-dominio-de-casalta-vallejo-de-victor-baja-extraccion/w/5919175?year=2022&price_id=39844758,2026-04-06
9037527,Tierra Alta En 2 Maderas,Bodegas Valduero,Red wine,Tinto Fino,Ribera del Duero,Spain,2020,4.2,4821,25.58,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/valduero-bodegas-y-vinedo-tierra-alta-en-2-maderas/w/9037527?year=2020&price_id=38322727,2026-04-06
2055586,Tinto,Sei Solo,Red wine,Tinto Fino,Ribera del Duero,Spain,2021,4.4,1529,50.90,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/sei-solo-tinto/w/2055586?year=2021&price_id=39707971,2026-04-06
16223,Reserva Tinto,Pago de Los Capellanes,Red wine,Tempranillo,Ribera del Duero,Spain,2022,4.2,22009,38.15,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",13.5,https://www.vivino.com/en/pago-de-los-capellanes-reserva-tinto/w/16223?year=2022&price_id=41500659,2026-04-06
1665992,Cuvée Palomar,Abadía Retuerta,Red wine,"Tempranillo, Graciano, Garnacha",Abadía Retuerta,Spain,2021,4.3,1635,47.95,Spanish Red,Beef; Veal; Poultry; Pasta,15,https://www.vivino.com/en/abadia-retuerta-cuvee-palomar/w/1665992?year=2021&price_id=41630188,2026-04-06
6633884,Vilano,Bodegas Vilano,Red wine,Tinto Fino,Ribera del Duero,Spain,2021,4.4,774,31.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/bodegas-vilano-vilano/w/6633884?year=2021&price_id=36403953,2026-04-06
4875765,Garmón,Bodegas Mauro,Red wine,Tempranillo,Ribera del Duero,Spain,2021,4.3,8603,34.50,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/undefined-undefined/w/4875765?year=2021&price_id=40227168,2026-04-06
1136158,San Román,Bodegas San Román,Red wine,Tinta de toro,Toro,Spain,2022,4.3,25310,33.10,Spanish Toro Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/bodegas-san-roman-san-roman/w/1136158?year=2022&price_id=40504766,2026-04-06
875,Cosecha,Hacienda Monasterio,Red wine,"Tempranillo, Tinta del Pais",Ribera del Duero,Spain,2021,4.3,36707,38.33,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/hacienda-monasterio-cosecha/w/875?year=2021&price_id=39899131,2026-04-06
3118465,Preludio,Sei Solo,Red wine,Tempranillo,Ribera del Duero,Spain,2022,4.2,5813,27.85,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/sei-solo-preludio/w/3118465?year=2022&price_id=38849703,2026-04-06
7012562,Whisba Tempranillo Aged 18 Months in Whisky Barrels,Rodríguez Sanzo,Red wine,Tempranillo,Toro,Spain,2021,4.3,8023,26.30,Spanish Toro Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/rodriguez-sanzo-whisba-tempranillo-aged-18-months-in-whisky-barrels/w/7012562?year=2021&price_id=38321354,2026-04-06
2493183,Vatan Tinta de Toro,Ordóñez,Red wine,Tinta de toro,Toro,Spain,2023,4.3,6492,34.90,Spanish Toro Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/ordonez-vatan-tinta-de-toro/w/2493183?year=2023&price_id=41680892,2026-04-06
8183340,Finca La Claudia Garnacha,Familia Montaña,Red wine,Garnacha,Rioja,Spain,2017,4.3,322,24.95,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/familia-montana-finca-la-claudia-garnacha/w/8183340?year=2017&price_id=41062777,2026-04-06
1383553,Roda I Reserva Rioja,Bodegas Roda,Red wine,"Garnacha, Tempranillo, Graciano",Rioja,Spain,2020,4.4,29450,50.95,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14.5,https://www.vivino.com/en/bodegas-roda-roda-i-reserva-rioja/w/1383553?year=2020&price_id=40786784,2026-04-06
1921801,Macán Clásico,Benjamin de Rothschild - Vega Sicilia,Red wine,Tempranillo,Rioja,Spain,2022,4.3,25792,40.75,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/benjamin-de-rothschild-and-vega-macan-clasico/w/1921801?year=2022&price_id=41500053,2026-04-06
96926,Mauro,Bodegas Mauro,Red wine,Tinto Fino,Castilla y León,Spain,2023,4.3,50169,35.75,Spanish Red,Beef; Veal; Poultry; Pasta,14.5,https://www.vivino.com/en/bodegas-mauro-mauro/w/96926?year=2023&price_id=39826982,2026-04-06
736563,Ribera del Duero Crianza,Viña Sastre,Red wine,"Tinto Fino, Tempranillo",Ribera del Duero,Spain,2022,4.0,9882,20.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/vina-sastre-ribera-del-duero-crianza/w/736563?year=2022&price_id=41769004,2026-04-06
1139122,Reserva,Viña Pedrosa,Red wine,Tempranillo,Ribera del Duero,Spain,2016,4.2,5722,25,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",13.5,https://www.vivino.com/en/vina-pedrosa-reserva/w/1139122?year=2016&price_id=41693378,2026-04-06
12595622,Vilano 57,Bodegas Vilano,Red wine,Tempranillo,Ribera del Duero,Spain,2021,4.2,257,15.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/bodegas-vilano-vilano-57/w/12595622?year=2021&price_id=41072982,2026-04-06
7932,Ribera del Duero Crianza,Arzuaga,Red wine,Tempranillo,Ribera del Duero,Spain,2023,4.2,52486,20.75,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/arzuaga-ribera-del-duero-crianza/w/7932?year=2023&price_id=41767034,2026-04-06
3721052,Terra Incognita,Bodegas Vilano,Red wine,Tempranillo,Ribera del Duero,Spain,2020,4.2,3511,29.04,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",13.5,https://www.vivino.com/en/bodegas-vilano-terra-incognita-ribera-del-duero/w/3721052?year=2020&price_id=37384934,2026-04-06
96926,Mauro,Bodegas Mauro,Red wine,"Tempranillo, Tinto Fino",Castilla y León,Spain,2022,4.3,50169,35.75,Spanish Red,Beef; Veal; Poultry; Pasta,14.5,https://www.vivino.com/en/bodegas-mauro-mauro/w/96926?year=2022&price_id=40179496,2026-04-06
1155880,Rioja Gran Reserva,Marques de Tomares,Red wine,Tempranillo,Rioja,Spain,2016,4.2,1719,23.95,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/marques-de-tomares-rioja-gran-reserva/w/1155880?year=2016&price_id=41062709,2026-04-06
6401250,La Baraja,Bodegas Vilano,Red wine,"Cabernet Sauvignon, Merlot, Tempranillo",Ribera del Duero,Spain,2019,4.2,2889,31,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/bodegas-vilano-la-baraja-ribera-del-duero/w/6401250?year=2019&price_id=36360299,2026-04-06
9119,Viña Tondonia Reserva,R. López de Heredia,Red wine,Tempranillo,Rioja,Spain,2013,4.2,90623,36.90,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,12,https://www.vivino.com/en/r-lopez-de-heredia-vina-tondonia-reserva/w/9119?year=2013&price_id=40179531,2026-04-06
9888252,N.V. Torre Oria El Cortez Xo Extra Ordinario,Torre Oria,Red wine,Monastrell,Valencia,Spain,,4.2,4812,,Spanish Monastrell,"Beef; Lamb; Pasta; Game (deer, venison)",14,https://www.vivino.com/en/torre-oria-el-cortez-xo-extra-ordinario/w/9888252?price_id=41054015,2026-04-06
7703059,Dulas Tinto Barrica,Lagar de la Salud,Red wine,Cabernet Sauvignon,Montilla-Moriles,Spain,2024,4.2,448,16,Spanish Cabernet Sauvignon,Beef; Lamb; Poultry,14,https://www.vivino.com/en/lagar-de-la-salud-dulas-tinto-barrica/w/7703059?year=2024&price_id=41138650,2026-04-06
7086868,Interpretación,Ausàs,Red wine,Tempranillo,Ribera del Duero,Spain,2020,4.4,5384,43.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/ausas-interpretacion/w/7086868?year=2020&price_id=37706939,2026-04-06
11447871,Maktub Reserva,Maktub by Paco Arango,Red wine,"Tempranillo, Graciano",Rioja,Spain,2019,4.2,177,25.50,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/maktub-by-paco-arango-maktub-reserva/w/11447871?year=2019&price_id=38185088,2026-04-06
7724332,Piqueras Vendimia Seleccionada Monastrell - Garnacha Tintorera,Bodegas Piqueras,Red wine,"Monastrell, Garnacha Tintorera",Almansa,Spain,2021,4.2,910,15.95,Spanish Red,Beef; Veal; Poultry; Pasta,15,https://www.vivino.com/en/bodegas-piqueras-piqueras-vendimia-seleccionada-monastrell-garnacha-tintorera/w/7724332?year=2021&price_id=40379198,2026-04-06
5805371,Rioja Reserva 10 Años Después Edición Limitada,VALENCISO,Red wine,Tempranillo,Rioja,Spain,2014,4.4,1678,39.95,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/valenciso-rioja-reserva-10-anos-despues-edicion-limitada/w/5805371?year=2014&price_id=41009793,2026-04-06
5056642,Godina Garnacha,Morca,Red wine,"Garnacha, Grenache",Campo de Borja,Spain,2023,4.3,5562,19.50,Spanish Grenache,"Beef; Lamb; Poultry; Pasta; Game (deer, venison)",14,https://www.vivino.com/en/morca-godina-garnacha/w/5056642?year=2023&price_id=39886888,2026-04-06
98836,Predicador Rioja,Bodega Contador (Benjamín Romeo),Red wine,Tempranillo,Rioja,Spain,2023,4.0,15788,21.90,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14.34,https://www.vivino.com/en/bodega-contador-benjamin-romeo-predicador-rioja/w/98836?year=2023&price_id=40015193,2026-04-06
8048744,Barbas de gata,Pago Los Balancines,Red wine,Grenache,Extremadura,Spain,2019,4.2,387,29.50,Spanish Grenache,"Beef; Lamb; Poultry; Pasta; Game (deer, venison)",14.5,https://www.vivino.com/en/pago-los-balancines-barbas-de-gata/w/8048744?year=2019&price_id=38613422,2026-04-06
5921113,The Artist,Can Axartell,Red wine,"Shiraz/Syrah, Manto Negro",Mallorca,Spain,2022,4.2,579,26.95,Spanish Red,Beef; Veal; Poultry; Pasta,14.5,https://www.vivino.com/en/can-axartell-the-artist/w/5921113?year=2022&price_id=40950342,2026-04-06
2388758,Selección Especial,Abadía Retuerta,Red wine,Tempranillo,Abadía Retuerta,Spain,2021,4.2,61389,27.95,Spanish Red,Beef; Veal; Poultry; Pasta,15,https://www.vivino.com/en/abadia-retuerta-seleccion-especial-abadia-retuerta/w/2388758?year=2021&price_id=40725164,2026-04-06
1386686,Emilio Moro,Emilio Moro,Red wine,Tempranillo,Ribera del Duero,Spain,2023,4.1,89492,21.25,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",13.5,https://www.vivino.com/en/emilio-moro-emilio-moro/w/1386686?year=2023&price_id=41499995,2026-04-06
2063984,Gran Reserva Rioja (Tempranillo),Ramón Bilbao,Red wine,Tempranillo,Rioja,Spain,2016,4.1,15898,26.04,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,12.5,https://www.vivino.com/en/ramon-bilbao-gran-reserva-rioja-tempranillo/w/2063984?year=2016&price_id=41640892,2026-04-06
10499585,Selección Especial,Arrocal,Red wine,Tempranillo,Ribera del Duero,Spain,2022,4.1,209,20.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/arrocal-seleccion-especial/w/10499585?year=2022&price_id=40403119,2026-04-06
6153610,Arcos de la Frontera,Bodega Tesalia,Red wine,"Petit Verdot, Tintilla de Rota, Shiraz/Syrah, Cabernet Sauvignon",Andalucía,Spain,2020,4.3,2734,28.35,Spanish Red,Beef; Veal; Poultry; Pasta,14.5,https://www.vivino.com/en/bodega-tesalia-arcos-de-la-frontera/w/6153610?year=2020&price_id=36081166,2026-04-06
7388608,Reserva XR,Marqués de Riscal,Red wine,"Tempranillo, Graciano",Rioja,Spain,2021,4.3,10010,24.50,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/marques-de-riscal-reserva-xr/w/7388608?year=2021&price_id=40550121,2026-04-06
3309635,Empordà Aires de Garbet,Castillo Perelada,Red wine,Garnacha,Empordà,Spain,2020,4.3,1221,49.90,Spanish Grenache,"Beef; Lamb; Poultry; Pasta; Game (deer, venison)",14.5,https://www.vivino.com/en/castillo-perelada-emporda-aires-de-garbet/w/3309635?year=2020&price_id=40506605,2026-04-06
77026,Mirto,Ramón Bilbao,Red wine,Tempranillo,Rioja,Spain,2018,4.3,5718,42.40,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/ramon-bilbao-mirto/w/77026?year=2018&price_id=41640987,2026-04-06
76303,Cerro Añon Rioja Gran Reserva,Bodegas Olarra,Red wine,Tempranillo,Rioja,Spain,2019,4.2,7198,15.25,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/olarra-cerro-anon-rioja-gran-reserva/w/76303?year=2019&price_id=40230275,2026-04-06
6729202,Pantocrator,Tarón,Red wine,"Tempranillo, Mazuelo",Rioja Alta,Spain,2015,4.3,2144,25.60,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,13.5,https://www.vivino.com/en/taron-pantocrator/w/6729202?year=2015&price_id=39256653,2026-04-06
5374488,Gran Luna,Dehesa de Luna,Red wine,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo, Petit Verdot, Graciano",Castilla,Spain,2018,4.2,895,19.95,Spanish Red,Beef; Veal; Poultry; Pasta,,https://www.vivino.com/en/dehesa-de-luna-gran-luna/w/5374488?year=2018&price_id=41771146,2026-04-06
12679445,Blas Muñoz Essentia,Viñedos y Bodegas Muñoz,Red wine,"Merlot, Tempranillo",Castilla,Spain,2020,4.2,30,22.50,Spanish Red,Beef; Veal; Poultry; Pasta,15,https://www.vivino.com/en/vinedos-y-bodegas-munoz-blas-munoz-essentia/w/12679445?year=2020&price_id=38246887,2026-04-06
11922365,Bobal,Allblack,Red wine,Bobal,Utiel-Requena,Spain,2019,4.2,74,18.65,Spanish Red,Beef; Veal; Poultry; Pasta,,https://www.vivino.com/en/allblack-bobal/w/11922365?year=2019&price_id=39777578,2026-04-06
1214002,Corimbo,Bodegas La Horra,Red wine,"Tinto Fino, Tempranillo",Ribera del Duero,Spain,2022,4.1,16605,20.50,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/la-horra-corimbo/w/1214002?year=2022&price_id=39886823,2026-04-06
3641081,Colección Merlot,Bodega Sommos,Red wine,Merlot,Somontano,Spain,2020,4.1,2351,17,Spanish Merlot,Beef; Lamb; Veal,14,https://www.vivino.com/en/bodega-sommos-coleccion-merlot/w/3641081?year=2020&price_id=40587077,2026-04-06
9119,Viña Tondonia Reserva,R. López de Heredia,Red wine,"Viura, Tempranillo",Rioja,Spain,2012,4.2,90623,36.90,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,12,https://www.vivino.com/en/r-lopez-de-heredia-vina-tondonia-reserva/w/9119?year=2012&price_id=37706901,2026-04-06
8205866,Los Losares Garnacha Tintorera,Bodegas Piqueras,Red wine,Garnacha Tintorera,Almansa,Spain,2021,4.1,1295,12.95,Spanish Red,Beef; Veal; Poultry; Pasta,14.5,https://www.vivino.com/en/bodegas-piqueras-los-losares-garnacha-tintorera/w/8205866?year=2021&price_id=38441147,2026-04-06
1135982,Gran Reserva,Marqués de Riscal,Red wine,Tempranillo,Rioja,Spain,2019,4.2,25276,51.90,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14.5,https://www.vivino.com/en/marques-de-riscal-gran-reserva/w/1135982?year=2019&price_id=40953655,2026-04-06
6350992,Nuestro 20 Meses,Bodegas Diaz Bayo,Red wine,Tempranillo,Ribera del Duero,Spain,2016,4.2,1127,19.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/diaz-bayo-nuestro-20-meses/w/6350992?year=2016&price_id=39139684,2026-04-06
2707214,La Hormiga de Antídoto,Antídoto,Red wine,Tempranillo,Ribera del Duero,Spain,2022,4.3,4576,29.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/hernando-y-sourdais-la-hormiga-de-antidoto/w/2707214?year=2022&price_id=39707845,2026-04-06
6153558,ARX Arcos de la Frontera,Bodega Tesalia,Red wine,"Shiraz/Syrah, Cabernet Sauvignon, Petit Verdot, Tintilla de Rota",Andalucía,Spain,2023,4.2,4644,18.85,Spanish Red,Beef; Veal; Poultry; Pasta,14,https://www.vivino.com/en/bodega-tesalia-arx-arcos-de-la-frontera/w/6153558?year=2023&price_id=40649778,2026-04-06
6006478,Arnegui Gran Reserva,Pagos del Rey,Red wine,Tempranillo,Rioja,Spain,2013,4.1,185,15.95,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,13.5,https://www.vivino.com/en/pagos-del-rey-arnegui-gran-reserva/w/6006478?year=2013&price_id=35475526,2026-04-06
1428595,Antonio Moral,Moral Diez,Red wine,Tempranillo,Ribera del Duero,Spain,2022,4.2,518,15.13,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",15,https://www.vivino.com/en/moral-diez-antonio-moral-ribera-del-duero/w/1428595?year=2022&price_id=40386301,2026-04-06
12094719,Casa de la Nava Crianza,Bodegas y Viñedos Casa de la Nava,Red wine,"Tempranillo, Airen",Valdepeñas,Spain,2022,4.3,151,17.25,Spanish Red,Beef; Veal; Poultry; Pasta,,https://www.vivino.com/en/bodegas-y-vinedos-casa-de-la-nava-casa-de-la-nava-crianza/w/12094719?year=2022&price_id=39643039,2026-04-06
12405539,Unanimous Pago de San Vicente,Tres Piedras,Red wine,"Albillo Mayor, Tempranillo, Garnacha",Ribera del Duero,Spain,2021,4.3,88,28.90,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",13.8,https://www.vivino.com/en/tres-piedras-unanimous-pago-de-san-vicente/w/12405539?year=2021&price_id=39707869,2026-04-06
1361982,Acusp,Castell d'Encus,Red wine,Pinot Noir,Costers del Segre,Spain,2021,4.1,3153,38.60,Spanish Red,Beef; Veal; Poultry; Pasta,13.5,https://www.vivino.com/en/castell-d-encus-acusp/w/1361982?year=2021&price_id=39946971,2026-04-06
8970566,Punto Geodésico,Trus,Red wine,Tempranillo,Ribera del Duero,Spain,2021,4.2,581,30.85,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/trus-punto-geodesico/w/8970566?year=2021&price_id=39636258,2026-04-06
1510219,El Sueño de Bobal,Bruno Murciano,Red wine,Bobal,Utiel-Requena,Spain,2022,4.1,545,24.90,Spanish Red,Beef; Veal; Poultry; Pasta,12.5,https://www.vivino.com/en/bruno-murciano-el-sueno-de-bobal/w/1510219?year=2022&price_id=41402833,2026-04-06
12200920,Fincas Valdemar Gran Reserva Edición Especial,Bodegas Valdemar,Red wine,"Tempranillo, Graciano, Garnacha, Maturana Tinta",Rioja,Spain,2017,4.1,382,8.50,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/bodegas-valdemar-fincas-valdemar-gran-reserva-edicion-especial-rioja-red-wine/w/12200920?year=2017&price_id=41693381,2026-04-06
1138069,Prior,Scala Dei,Red wine,Grenache,Priorat,Spain,2022,4.0,10413,22,Spanish Priorat Red,"Beef; Lamb; Poultry; Game (deer, venison)",14.5,https://www.vivino.com/en/scala-dei-prior/w/1138069?year=2022&price_id=39730720,2026-04-06
6494042,17,Pinea,Red wine,Tempranillo,Ribera del Duero,Spain,2021,4.4,3149,52.95,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/pinea-seventeen/w/6494042?year=2021&price_id=39129964,2026-04-06
1218601,Ribera del Duero Crianza,Legón,Red wine,Tempranillo,Ribera del Duero,Spain,2021,3.9,2845,12.50,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14,https://www.vivino.com/en/legon-ribera-del-duero-crianza/w/1218601?year=2021&price_id=39184360,2026-04-06
2474718,3 de Tres Mil,Pago Aylés,Red wine,"Cabernet Sauvignon, Grenache, Merlot",Cariñena,Spain,2021,4.1,959,28.95,Spanish Red,Beef; Veal; Poultry; Pasta,14.5,https://www.vivino.com/en/pago-ayles-three-de-tres-mil/w/2474718?year=2021&price_id=40588228,2026-04-06
11210944,Cantovera 9 Meses En Barrica,Valdecuevas,Red wine,Tempranillo,Ribera del Duero,Spain,2023,4.2,577,10.62,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",12,https://www.vivino.com/en/valdecuevas-cantovera-9-meses-en-barrica/w/11210944?year=2023&price_id=40150797,2026-04-06
7724332,Piqueras Vendimia Seleccionada Monastrell - Garnacha Tintorera,Bodegas Piqueras,Red wine,"Monastrell, Garnacha Tintorera",Almansa,Spain,2019,4.2,910,15.95,Spanish Red,Beef; Veal; Poultry; Pasta,15,https://www.vivino.com/en/bodegas-piqueras-piqueras-vendimia-seleccionada-monastrell-garnacha-tintorera/w/7724332?year=2019&price_id=37140977,2026-04-06
9842552,Los Cipreses Grenache - Syrah,Huerto de la Condesa,Red wine,"Shiraz/Syrah, Grenache",Sierras de Málaga,Spain,2022,4.2,402,20.05,Spanish Rhône Blend Red,"Beef; Lamb; Pasta; Game (deer, venison)",14,https://www.vivino.com/en/huerto-de-la-condesa-los-cipreses-grenache-syrah/w/9842552?year=2022&price_id=41010955,2026-04-06
1179758,Pi - 3.1415 Concejon Tinto,Bodegas Langa,Red wine,Moristel,Aragón,Spain,2022,3.9,7156,16.95,Spanish Red,Beef; Veal; Poultry; Pasta,14.5,https://www.vivino.com/en/bodegas-langa-pi-3-1415-concejon-tinto/w/1179758?year=2022&price_id=41009873,2026-04-06
13327771,Edición Especial Reserva,Bodegas Marqués de Cáceres,Red wine,Tempranillo,Rioja,Spain,2020,4.2,142,8.50,Spanish Rioja Red,Beef; Lamb; Veal; Poultry,14,https://www.vivino.com/en/bodegas-marques-de-caceres-edicion-especial-reserva/w/13327771?year=2020&price_id=41693375,2026-04-06
97712,Cepa 21,Cepa 21,Red wine,"Tempranillo, Tinto Fino",Ribera del Duero,Spain,2022,4.0,24056,19.06,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",14.5,https://www.vivino.com/en/cepa-21-cepa-21-ribera-del-duero/w/97712?year=2022&price_id=39345515,2026-04-06
1209027,Tinto,Antídoto,Red wine,"Tinto Fino, Tempranillo",Ribera del Duero,Spain,2024,3.9,12693,16.50,Spanish Ribera Del Duero Red,"Beef; Lamb; Game (deer, venison)",13.5,https://www.vivino.com/en/hernando-y-sourdais-tinto/w/1209027?year=2024&price_id=41437141,2026-04-06
